Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Circadian Clock R-HSA-400253,0.48540958229972625,1.8505317042816496,0.002770083102493075,0.21911372188675943,0.439,17/60,15.27%,PPARGC1A;CRTC2;GDNF;KLF15;NPAS2;EP300;NCOA6;PER1;CARM1;BTRC;NFIL3;CRY2;NRIP1;BHLHE40;CSNK1E;RXRA;BHLHE41
prerank,Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201,0.5181793641233491,1.8351469287704698,0.005,0.2048826244858668,0.485,9/46,9.19%,CAMK4;PPARGC1A;CRTC2;GDNF;POLG2;NCOA6;NRF1;PPRC1;CARM1
prerank,Respiratory Electron Transport R-HSA-611105,-0.48559947405446746,-1.8133301263325103,0.0045662100456621,0.31822323754764686,0.646,51/90,34.03%,NDUFS6;NDUFAF3;NDUFB6;NDUFS7;ACAD9;TMEM186;NDUFAF6;TRAP1;COX19;NDUFA9;NDUFB5;NDUFB10;NDUFB2;NDUFS4;ETFA;NDUFA11;NDUFAB1;CYCS;NDUFS3;NDUFA12;TIMMDC1;UQCRC1;UQCR10;NDUFS2;COX5B;NDUFB9;COX5A;ETFB;NDUFS8;NDUFA2;COX7A2L;TMEM126B;COX14;NDUFB11;COX6A1;UQCRFS1;COX6B1;NDUFA6;NDUFV1;NDUFA10;COX4I1;COX20;SURF1;NDUFB8;NDUFA8;NDUFB4;NDUFA7;UQCRC2;SDHB;NDUFA3;SCO2
prerank,Complex I Biogenesis R-HSA-6799198,-0.532405305535638,-1.8005015230468135,0.004846526655896607,0.30206501790366674,0.674,30/51,31.76%,NDUFS6;NDUFAF3;NDUFB6;NDUFS7;ACAD9;TMEM186;NDUFAF6;NDUFA9;NDUFB5;NDUFB10;NDUFB2;NDUFS4;NDUFA11;NDUFAB1;NDUFS3;NDUFA12;TIMMDC1;NDUFS2;NDUFB9;NDUFS8;NDUFA2;TMEM126B;NDUFB11;NDUFA6;NDUFV1;NDUFA10;NDUFB8;NDUFA8;NDUFB4;NDUFA7
prerank,Metabolism Of Amino Acids And Derivatives R-HSA-71291,-0.4161955528492489,-1.7954247295486936,0.0,0.2780497195733922,0.685,151/288,35.10%,PAH;FTCD;NNMT;GOLT1A;TPH1;AGMAT;SDSL;PSAT1;DMGDH;HGD;HAAO;PYCR1;AASS;BCKDHB;PDHA1;EEFSEC;ETHE1;SOAT1;PYCR3;AIMP2;APIP;AADAT;ACMSD;ATAT1;SLC3A2;GCAT;PSMB10;PYCR2;PAOX;PSMB9;IVD;PSMB6;SLC7A5;NAGS;RPL3;OGDH;PCBD1;KYAT3;ARG2;RPL7;ASL;NAALAD2;BCAT2;PXMP2;OAZ1;PSMA6;SLC25A21;LDHD;NQO1;MTRR;OAZ3;CHGA;PSMA7;RPL26L1;DLAT;ASNS;CKMT1A;RPS17;TXN2;GCSH;TSTD1;ENOPH1;NDUFAB1;GLUL;PSMB3;FAH;SMOX;MPST;ASRGL1;RIDA;PSTK;PSMD9;PSPH;ACADSB;SECISBP2;ALDH9A1;SEPHS2;GSTZ1;QDPR;RPL15;TMLHE;PSMA4;RPS27L;PSME1;PDHB;ECHS1;PSMB7;RPS9;RPS6;PPM1K;PSMC4;MCCC2;PSMD8;PSMA2;PSMC5;DDC;HIBCH;RPS3A;RPS8;PHGDH;PSMB5;RPL36AL;PSMC3;PSMD4;OAZ2;SLC25A12;PSMF1;PSME2;RPS2;RPL13A;EEF1E1;RPS12;HSD17B10;ALDH4A1;PHYKPL;AHCY;PSMB2;ALDH18A1;DHTKD1;RPL26;RPL8;SUOX;GLUD1;DUOX1;RPS15;PSMB1;RPS27A;BCKDK;MRPL13;SERINC2;PSMD7;PSMD12;RPS15A;RPL31;RPL12;RPL14;PSMD6;RPS20;LIPT2;RPS7;ALDH7A1;RPS14;RPS23;PSMD13;RPSA;RPL7A;RPL19;PSME3;RPLP2;RPL34;SQOR
prerank,ERK/MAPK Targets R-HSA-198753,0.6124580861353798,1.782049930965457,0.007594936708860759,0.2842454639596278,0.649,8/21,14.00%,KCNH8;DUSP6;DUSP7;MEF2A;MAPK11;RPS6KA5;PPP2R5D;MAPK7
prerank,MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,0.5580981229479758,1.7731563972001907,0.002531645569620253,0.2657439616697296,0.676,10/29,16.89%,KCNH8;GDNF;DUSP6;DUSP7;MEF2A;MAPK11;RPS6KA5;PPP2R5D;MAPK7;MAPKAPK2
prerank,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,0.5207609834000173,1.771902490481676,0.0,0.23506723385402992,0.68,18/38,19.15%,APOD;TNRC6C;ARL4C;EP300;ABCG5;MOV10;TNRC6A;ABCA1;NRIP1;NCOR2;FABP6;MYLIP;RXRA;KDM3A;TNRC6B;APOC1;KDM1A;AGO2
prerank,Mitochondrial Protein Import R-HSA-1268020,-0.500323306681971,-1.7652442462949673,0.006153846153846154,0.29553125878703096,0.751,34/63,34.13%,BCS1L;COA4;PAM16;TIMM8A;COQ2;CHCHD3;TIMM50;ATP5MC1;SLC25A4;TIMM8B;LDHD;TIMM13;COX19;CHCHD2;TIMM23;ATP5F1B;TOMM22;TIMM10B;HSPA9;TOMM6;SLC25A12;TIMM17B;TOMM70;TIMM10;GFER;FXN;TIMM22;MTX1;NDUFB8;CHCHD5;ACO2;TIMM17A;COA6;CHCHD10
prerank,Protein Localization R-HSA-9609507,-0.44117553683277166,-1.7647903530803697,0.0027816411682892906,0.2711346689425928,0.751,76/150,34.13%,PECR;ACOT4;BCS1L;COA4;PEX19;PAM16;IDH1;TIMM8A;PEX6;PAOX;COQ2;HMOX1;CHCHD3;ACOT8;GNPAT;TIMM50;ATP5MC1;SLC25A4;PXMP2;ALDH3A2;TIMM8B;HMGCL;LDHD;EPHX2;TIMM13;COX19;ECH1;GET1;CHCHD2;SEC61B;EMD;PEX13;ABCD1;UBE2D1;TIMM23;ACOX3;ATP5F1B;SERP1;TOMM22;DHRS4;GET3;PEX16;TIMM10B;VAMP2;STX1A;NUDT19;HSPA9;TOMM6;ABCD3;SLC25A12;TIMM17B;CYB5A;GDAP1;GSTK1;TOMM70;TIMM10;GFER;PEX11B;FXN;UBE2J2;PEX10;TIMM22;SEC61G;MPV17;MTX1;RPS27A;ACOT2;UBE2D3;NDUFB8;CHCHD5;ACAA1;ACO2;TIMM17A;AGPS;COA6;CHCHD10
prerank,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,-0.49713488677608003,-1.7527763064905868,0.0031847133757961785,0.2683328709741431,0.78,43/65,36.52%,CCNA1;ANAPC2;CDC26;PSMB10;PSMB9;ANAPC4;PSMB6;PSMA6;UBE2S;PSMA7;PSMB3;UBE2D1;ANAPC7;PSMD9;PSMA4;PSME1;PSMB7;PSMC4;ANAPC11;PSMD8;PSMA2;PSMC5;PSMB5;ANAPC15;PSMC3;PSMD4;PSMF1;ANAPC16;PSME2;CDC23;PSMB2;BUB3;PSMB1;RPS27A;PSMD7;PSMD12;PSMD6;CDC16;PSMD13;PSME3;PSMA5;PSMA3;PSMD10
prerank,Translation R-HSA-72766,-0.4120389632222406,-1.748775948860566,0.0,0.25510662444835985,0.789,129/260,35.71%,MRPL53;FARSA;WARS2;MRPL12;MRPL14;EIF4EBP1;MRPL21;SRPRB;AARS2;AIMP2;MRPS25;SPCS2;MRPL52;MRPL40;MRPL47;MRPL15;MRPS30;MRPS10;MRPS14;RPL3;GADD45GIP1;MRPS26;EIF4A1;EIF2B3;MRPL54;RPL7;MRPS6;MRPL23;MRPL20;MRPL11;MRPS22;MRPS17;RPL26L1;MRPL24;SSR2;NARS2;AURKAIP1;RPS17;SEC61B;MRPL10;EIF3I;EIF2B5;MRPL3;MRPL16;CHCHD1;MRPS21;N6AMT1;RPL15;RPS27L;MRPL51;FARS2;RPS9;MRPS23;MRPS33;MRPS5;RPS6;MRPS16;EIF3K;MRPL36;MRPS2;MRPS11;MRPS18C;SRP14;SRP72;RPS3A;RPS8;MRPL18;MRPL48;TRMT112;RPL36AL;SSR3;MRPL58;MRPL35;MRPL41;MRPS18B;EIF2B2;EEF1G;RPS2;RPL13A;EEF1E1;MRPS34;RPS12;MRPL55;MRPL4;MRPL17;RPL26;MRPS24;EIF3L;RPL8;MRPL46;SEC61G;RPS15;MTIF3;MRPL34;RPS27A;MRPL13;MRPL43;SPCS1;RPS15A;RPL31;RPL12;GFM2;RPL14;MRPS18A;RPS20;MRPL42;MRPL38;EIF3B;RPS7;RPS14;MRPL44;MRPL57;MRPL9;RPS23;MRPS35;RPSA;ERAL1;EIF1AX;RPL7A;MRPL19;RPL19;RPLP2;EIF2B4;RPL34;MRPL45;EIF2S2;MRPL37;MRPS7;RPL32
prerank,Metabolism Of Cofactors R-HSA-8978934,-0.6466697717712944,-1.7462251365536943,0.008532423208191127,0.2422269851251973,0.793,12/18,25.66%,PDSS1;COQ9;COQ3;IDH1;COQ2;COQ5;GCHFR;NANOS3;COQ7;PTS;PDSS2;GCH1
prerank,Ras Activation Upon Ca2+ Influx Thru NMDA Receptor R-HSA-442982,0.6361993098554773,1.7432688557773142,0.0,0.2744568784457863,0.76,6/16,16.86%,NEFL;LLGL1;RASGRF2;GPRIN1;LRRC7;CAMK2D
prerank,Estrogen-dependent Gene Expression R-HSA-9018519,0.4329533534316787,1.7420955806419318,0.0,0.24927009495055572,0.76,29/82,19.15%,GDNF;RUNX1;TLE3;BCL2;TNRC6C;GREB1;CHD1;CITED1;POU2F1;TFF3;EP300;ZNF217;STAG2;USF1;MOV10;JUND;CCNT1;TNRC6A;CARM1;NRIP1;USF2;KCTD6;PMEPA1;POLR2A;TNRC6B;KDM1A;NCOA2;YY1;AGO2
prerank,Regulation Of MECP2 Expression And Activity R-HSA-9022692,0.550585241325062,1.730447956062473,0.007692307692307693,0.2509437377184818,0.785,11/28,19.15%,CAMK4;TNRC6C;SIN3A;MOV10;TNRC6A;NCOR2;HIPK2;TNRC6B;CAMK2D;MECP2;AGO2
prerank,"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",-0.4512692022833959,-1.7301818697299118,0.006015037593984963,0.250940102930041,0.835,71/110,39.12%,NDUFS6;NDUFAF3;NDUFB6;SLC25A14;NDUFS7;ACAD9;TMEM186;ATP5MC1;NDUFAF6;TRAP1;COX19;NDUFA9;NDUFB5;NDUFB10;NDUFB2;NDUFS4;ETFA;ATP5MC3;NDUFA11;NDUFAB1;CYCS;NDUFS3;NDUFA12;TIMMDC1;ATP5F1B;UQCRC1;DMAC2L;UCP2;UQCR10;NDUFS2;COX5B;NDUFB9;COX5A;ETFB;NDUFS8;NDUFA2;COX7A2L;ATP5PO;ATP5MF;TMEM126B;COX14;NDUFB11;COX6A1;UQCRFS1;COX6B1;NDUFA6;NDUFV1;NDUFA10;COX4I1;COX20;SURF1;NDUFB8;NDUFA8;NDUFB4;NDUFA7;UQCRC2;SDHB;NDUFA3;SCO2;ATP5PB;ATP5F1D;ATP5PF;NDUFB7;NDUFV2;COQ10B;ATP5MC2;NDUFA13;ATP5MG;UQCRH;NDUFAF2;COX7C
prerank,Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,-0.5608784227305886,-1.7185137845281238,0.004901960784313725,0.2523771524601216,0.859,13/30,20.06%,TUBB6;TTLL1;TUBB2B;TTLL11;NICN1;VASH1;TTLL6;TUBB2A;AGBL3;AGBL4;TUBA1A;TUBA1B;TUBB3
prerank,Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408,-0.4800131053635188,-1.7160118417313381,0.0078003120124804995,0.24184709370227292,0.863,47/72,36.52%,CCNA1;ANAPC2;CDK2;CDC26;PSMB10;PSMB9;ANAPC4;PSMB6;PSMA6;UBE2S;PSMA7;PSMB3;UBE2D1;ANAPC7;PSMD9;PSMA4;PSME1;PSMB7;PSMC4;CCNB1;ANAPC11;PSMD8;PSMA2;PSMC5;PSMB5;ANAPC15;PSMC3;PSMD4;PSMF1;ANAPC16;PSME2;CDC23;FBXO5;PSMB2;BUB3;PSMB1;RPS27A;PSMD7;PSMD12;PSMD6;CDC16;PSMD13;PSME3;PSMA5;SKP1;PSMA3;PSMD10
prerank,Regulation Of Ornithine Decarboxylase (ODC) R-HSA-350562,-0.5156104349405877,-1.7106070190141043,0.008025682182985553,0.23651078104028375,0.872,34/48,36.52%,PSMB10;PSMB9;PSMB6;OAZ1;PSMA6;SLC25A21;NQO1;OAZ3;PSMA7;PSMB3;PSMD9;PSMA4;PSME1;PSMB7;PSMC4;PSMD8;PSMA2;PSMC5;PSMB5;PSMC3;PSMD4;OAZ2;PSMF1;PSME2;PSMB2;PSMB1;PSMD7;PSMD12;PSMD6;PSMD13;PSME3;PSMA5;PSMA3;PSMD10
prerank,Mitochondrial Fatty Acid Beta-Oxidation R-HSA-77289,-0.554018508194664,-1.7105594852866979,0.00487012987012987,0.22477764801006198,0.872,19/31,31.53%,ACSM3;PCTP;DBI;MCAT;HADHB;HADH;ACBD7;MMUT;NDUFAB1;ACADS;ECHS1;ACADM;ACAA2;DECR1;ECI1;HADHA;ACADVL;ACOT2;ACOT13
prerank,MAP Kinase Activation R-HSA-450294,0.45560573409951644,1.708276548569059,0.0,0.2788805661299262,0.84,16/60,14.00%,KCNH8;NOD1;GDNF;DUSP6;DUSP7;TAB2;IRAK2;MEF2A;BTRC;MAPK11;IRAK1;TAB3;FBXW11;RPS6KA5;PPP2R5D;MAPK7
prerank,Long-term Potentiation R-HSA-9620244,0.6210916331097902,1.6948019118119275,0.0069124423963133645,0.2865333286211469,0.861,7/16,16.86%,NEFL;NRG1;LLGL1;GRIN2A;GPRIN1;LRRC7;CAMK2D
prerank,CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742,0.5583490209872795,1.6858173350341583,0.0072992700729927005,0.2850253237945218,0.875,6/24,16.86%,NEFL;LLGL1;RASGRF2;GPRIN1;LRRC7;CAMK2D
prerank,"Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066",0.6076038188255695,1.6812669802536802,0.0136986301369863,0.2766404859834894,0.886,7/16,16.86%,NEFL;LLGL1;GRIN2A;GRIA4;GPRIN1;LRRC7;CAMK2D
prerank,Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084,-0.4821748362005751,-1.6806541025758797,0.006279434850863423,0.2565807205102866,0.926,41/62,36.52%,ANAPC2;CDC26;PSMB10;PSMB9;ANAPC4;PSMB6;PSMA6;UBE2S;PSMA7;PSMB3;UBE2D1;ANAPC7;PSMD9;PSMA4;PSME1;PSMB7;PSMC4;ANAPC11;PSMD8;PSMA2;PSMC5;PSMB5;ANAPC15;PSMC3;PSMD4;PSMF1;ANAPC16;PSME2;CDC23;PSMB2;PSMB1;RPS27A;PSMD7;PSMD12;PSMD6;CDC16;PSMD13;PSME3;PSMA5;PSMA3;PSMD10
prerank,Cristae Formation R-HSA-8949613,-0.5597349640821848,-1.679581819666365,0.008333333333333333,0.24659806997422665,0.928,21/29,37.72%,APOOL;CHCHD6;CHCHD3;TMEM11;ATP5MC1;APOO;ATP5MC3;IMMT;ATP5F1B;DMAC2L;MICOS10;ATP5PO;ATP5MF;HSPA9;DNAJC11;MTX1;ATP5PB;ATP5F1D;ATP5PF;ATP5MC2;ATP5MG
prerank,"FOXO-mediated Transcription Of Oxidative Stress, Metabolic And Neuronal Genes R-HSA-9615017",0.5573824630534816,1.6755547446518604,0.013888888888888888,0.2702920235516758,0.892,4/21,5.79%,PPARGC1A;SMAD3;SIN3A;FOXO3
prerank,Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324,0.5996874872105707,1.6739106140643438,0.01405152224824356,0.257515095825676,0.892,4/17,7.19%,NEFL;CAMK4;LLGL1;GRIN2A
prerank,Voltage Gated Potassium Channels R-HSA-1296072,0.5601790801203336,1.6727126330721394,0.013054830287206266,0.245530353305524,0.899,12/22,12.78%,KCNH8;KCNAB1;KCNH1;KCNAB2;KCND3;KCNB1;KCNG3;KCNC4;KCNH2;KCNQ1;KCNB2;KCNA3
prerank,CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017,-0.4705487230883069,-1.6706602729746851,0.01238390092879257,0.2491346700586075,0.939,44/68,36.52%,CCNA1;CDC6;ANAPC2;CDK2;CDC26;PSMB10;PSMB9;ANAPC4;PSMB6;PSMA6;UBE2S;PSMA7;PSMB3;UBE2D1;ANAPC7;PSMD9;PSMA4;PSME1;PSMB7;PSMC4;ANAPC11;PSMD8;PSMA2;PSMC5;PSMB5;ANAPC15;PSMC3;PSMD4;PSMF1;ANAPC16;PSME2;CDC23;PSMB2;PSMB1;RPS27A;PSMD7;PSMD12;PSMD6;CDC16;PSMD13;PSME3;PSMA5;PSMA3;PSMD10
prerank,APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178,-0.47299617903252783,-1.6636548498810784,0.01088646967340591,0.24988128393033612,0.95,43/66,36.52%,ANAPC2;CDC26;PSMB10;PSMB9;ANAPC4;PSMB6;PSMA6;UBE2S;PSMA7;PSMB3;UBE2D1;ANAPC7;PSMD9;RB1;PSMA4;PSME1;PSMB7;PSMC4;ANAPC11;PSMD8;PSMA2;SKP2;PSMC5;PSMB5;ANAPC15;PSMC3;PSMD4;PSMF1;ANAPC16;PSME2;CDC23;PSMB2;PSMB1;RPS27A;PSMD7;PSMD12;PSMD6;CDC16;PSMD13;PSME3;PSMA5;PSMA3;PSMD10
prerank,Interleukin-17 Signaling R-HSA-448424,0.43142506971952505,1.658796718821812,0.0,0.26013066928281586,0.924,16/64,14.00%,KCNH8;NOD1;GDNF;DUSP6;DUSP7;TAB2;IRAK2;MEF2A;BTRC;MAPK11;IRAK1;TAB3;FBXW11;RPS6KA5;PPP2R5D;MAPK7
prerank,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,0.4900927302441588,1.6581603243669591,0.017994858611825194,0.2479712249496806,0.924,8/33,10.65%,KLRD1;CLEC2D;COLEC12;HLA-G;NCR3LG1;ICAM1;CD99;HLA-E
prerank,Metabolism Of Polyamines R-HSA-351202,-0.4840011592738567,-1.6533917945980467,0.006279434850863423,0.25755406393983343,0.958,37/54,36.52%,AGMAT;PSMB10;PAOX;PSMB9;PSMB6;OAZ1;PSMA6;SLC25A21;NQO1;OAZ3;PSMA7;PSMB3;SMOX;PSMD9;PSMA4;PSME1;PSMB7;PSMC4;PSMD8;PSMA2;PSMC5;PSMB5;PSMC3;PSMD4;OAZ2;PSMF1;PSME2;PSMB2;PSMB1;PSMD7;PSMD12;PSMD6;PSMD13;PSME3;PSMA5;PSMA3;PSMD10
prerank,SUMOylation Of Transcription Cofactors R-HSA-3899300,0.47731184331797655,1.650914241907001,0.0171990171990172,0.24912487967095473,0.932,17/42,19.02%,PPARGC1A;UHRF2;EP300;ING3;SIN3A;CASP8AP2;NRIP1;NCOR2;HIPK2;MRTFA;TRIM28;SCMH1;PHC2;NCOA2;PCGF2;CBX2;PHC3
prerank,Potassium Channels R-HSA-1296071,0.4515203345472671,1.647782212724789,0.005449591280653951,0.2429348950253387,0.937,19/57,11.04%,KCNH8;KCNJ2;KCNAB1;KCNH1;KCNAB2;KCNJ16;KCNJ14;KCNJ3;KCNK17;KCND3;HCN2;KCNB1;KCNN3;KCNG3;KCNC4;KCNMB3;KCNH2;KCNQ1;KCNB2
prerank,NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,0.5036518139859131,1.647243429880966,0.015789473684210527,0.2331091075294592,0.938,15/32,19.15%,APOD;TNRC6C;ARL4C;EP300;ABCG5;MOV10;TNRC6A;ABCA1;NCOR2;RXRA;KDM3A;TNRC6B;APOC1;KDM1A;AGO2
prerank,Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958,-0.5632634453668571,-1.6468935803665172,0.014423076923076924,0.25795496391130207,0.968,18/25,34.87%,TUBB6;TUBB2B;TUBB2A;CCT2;CCT7;TUBA4A;VBP1;CCT5;TUBA1A;TUBA1B;TUBB3;PFDN6;PFDN2;TUBB4B;TUBB;CCT4;CCT3;PFDN5
prerank,APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154,-0.47252234515588304,-1.6450713228034013,0.011075949367088608,0.25185774606311845,0.97,41/63,36.52%,ANAPC2;CDC26;PSMB10;PSMB9;ANAPC4;PSMB6;PSMA6;UBE2S;PSMA7;PSMB3;UBE2D1;ANAPC7;PSMD9;PSMA4;PSME1;PSMB7;PSMC4;ANAPC11;PSMD8;PSMA2;PSMC5;PSMB5;ANAPC15;PSMC3;PSMD4;PSMF1;ANAPC16;PSME2;CDC23;PSMB2;PSMB1;RPS27A;PSMD7;PSMD12;PSMD6;CDC16;PSMD13;PSME3;PSMA5;PSMA3;PSMD10
prerank,FOXO-mediated Transcription Of Cell Death Genes R-HSA-9614657,0.6062304901472242,1.6374306344888732,0.02729528535980149,0.24033801066917532,0.95,7/15,12.86%,BCL6;BCL2L11;EP300;FOXO3;NFYB;STK11;NFYA
prerank,SCF(Skp2)-mediated Degradation Of P27/P21 R-HSA-187577,-0.47891657704731516,-1.6335243878718786,0.012558869701726845,0.26144303737126867,0.978,37/57,36.52%,CCNA1;CDK2;PSMB10;PSMB9;CKS1B;PSMB6;CDK4;PSMA6;PSMA7;CCND1;PSMB3;PSMD9;PSMA4;PSME1;PSMB7;PSMC4;PSMD8;PSMA2;SKP2;PSMC5;PSMB5;PSMC3;PSMD4;PSMF1;PSME2;PSMB2;PSMB1;RPS27A;PSMD7;PSMD12;PSMD6;PSMD13;PSME3;PSMA5;SKP1;PSMA3;PSMD10
