,names,logfoldchanges
7772,LINC02024,3.1151283
3402,GAS6,3.1109114
5846,KIF26A,3.102029
7711,LYPD1,3.087154
4447,P2RX5,3.0840626
4073,IGFBP4,3.080171
2928,PCDH10,3.0748816
7269,UNC5C,3.0622442
90,SOD3,3.0495622
5659,PCDHB6,3.046608
6990,COL4A1,3.033715
4220,ECE2,3.0309007
746,AMY2A,3.025764
3208,STAT4,3.0253067
5916,TMEM151B,3.0104446
7667,LGI1,3.004455
6218,PTHLH,2.9795256
8062,HTR2A,2.9793518
5654,PCK1,2.9701355
2187,NKX6-2,2.969078
5306,SDK2,2.9644256
5905,LPAR4,2.9636323
1432,NUPR1,2.9497714
767,LINC01099,2.94698
85,NEFM,2.9414895
135,INHBA,2.9406507
6533,CIT,2.9403236
416,KCND3,2.9385412
5104,MLPH,2.932256
3199,EPB41L4A,2.918587
1778,MMRN1,2.9133604
3682,SOX9,2.904295
6160,TH,2.8925183
5573,POU6F2,2.8877556
5298,KCNK15,2.8852718
277,SYCN,2.8829746
93,DEUP1,2.877014
7093,DNASE2B,2.8547122
389,SSTR5-AS1,2.850763
6178,PCDHB15,2.8500078
4186,UNC5B-AS1,2.8368587
8428,MSC,2.823958
6026,GRIN1,2.819598
291,UNC5B,2.810434
7216,SP6,2.8048878
3699,CDKN2B-AS1,2.7986934
675,ONECUT2,2.7983
926,ID1,2.7902658
5927,ANO7,2.7899194
3,TFF3,2.7887084
6912,NIPAL4,2.7842956
6243,ATP2B2,2.7646403
672,ABCA1,2.764574
3494,SPRY4,2.7573583
6594,SERPINI2,2.739752
7393,CYSRT1,2.739567
4247,ANK1,2.73836
7480,ZNF30-AS1,2.7379634
4723,LINC01750,2.7299871
6869,TDRD5,2.7244503
4249,VSTM2L,2.7123091
5249,KANK2,2.7110565
6618,DUXAP8-1,2.707085
6619,DUXAP8,2.707085
629,VIM,2.7045867
1581,THBD,2.7040844
6827,B3GNT3,2.6910155
7829,LINC01565,2.6890166
6868,HK1,2.6824284
6702,CDK18,2.6790795
5941,TGM2,2.6756382
3342,KCNJ3,2.6636033
1194,GRM4,2.6623406
6857,ITGA7,2.6589198
6956,MIR137HG,2.6585095
3704,ANKRD34C,2.6524868
144,MTUS1,2.6523252
3420,STEAP3,2.6488829
4825,CD8A,2.6476722
6599,SYNDIG1L,2.6398425
3602,PCDHB9,2.638921
7830,KANK3,2.6388736
2766,SLC4A4,2.6309505
8254,RNF207,2.6201398
8022,CCDC141,2.6172094
6143,PLEKHG2,2.6160138
6299,DPYD,2.609204
7542,GPR157,2.603584
7525,LAMB3,2.601279
4031,SMIM32,2.5996382
7601,PCDHGA1,2.597576
7823,LINC01962,2.5974572
5643,SLC6A4,2.588053
7824,DNM3OS,2.5867116
1577,MROH8,2.5678718
2880,FYB2,2.564019
7738,RUNX2,2.5630958
6415,LINC01686,2.5577927
529,TMEM132D,2.5453744
5025,PTGER4,2.5444546
7706,TSKU,2.536006
4378,KCNC4,2.535697
8002,GDNF,2.5352638
6097,SFTPD-AS1,2.533292
3638,TSIX,2.5315244
3693,SLC26A4,2.5227656
54,LSAMP,2.5195737
494,MDFIC,2.5189228
4915,ELK3,2.5138688
224,TGFB1,2.5086176
3943,LIPG,2.5083573
2557,AMY2B,2.5010214
6688,PDE4A,2.5001397
4556,SORBS1,2.4999197
7954,DDTL,2.496144
5419,VTN,2.4862773
6900,MS4A8,2.4828625
5567,PRSS27,2.4610665
7424,ACER2,2.4603496
6129,KLHL7-DT,2.4572744
132,SMCO4,2.4549859
7448,LINC01117,2.4544663
6041,MGLL,2.4542208
2014,IRX2,2.4524157
7654,AIF1,2.4515903
7415,CXXC4-AS1,2.447856
2130,CTRL,2.439887
6321,PWRN4,2.4340534
379,FMN1,2.4299746
2256,SLC2A12,2.4245925
7409,GTSE1,2.422707
4209,SOCS3,2.4225302
6064,STK32B,2.4208622
7323,SYTL4,2.4123216
2720,ID3,2.4122186
51,CPA1,2.411342
7955,CA12,2.409528
7443,TMEM233,2.4089794
5421,B3GNT7,2.4055004
5973,LAD1,2.4053779
5079,TPBGL,2.4046898
4090,ZNF503-AS1,2.3975847
7765,NWD1,2.3957338
7805,MAFTRR,2.3906116
6547,KLHL34,2.3883476
3406,ARX,2.3875713
4426,HOXB2,2.3869367
6326,KCND3-IT1,2.3852582
3498,ANGPTL2,2.384637
6463,LDLRAD1,2.3837278
6053,GLI3,2.376249
1014,LINC02609,2.3712976
3238,RPL39L,2.368074
5168,LINC02562,2.3679612
6386,CDH24,2.364035
2555,SCRT1,2.3610752
6663,ANPEP,2.3597305
1939,PEBP4,2.3595388
7212,RASL10B,2.357086
1608,CHRNA5,2.3537185
7714,C6orf58,2.350573
8064,ZNF804A,2.3498073
6836,MAT1A,2.3421648
102,SOX4,2.3421068
5013,MYOF,2.3408651
6936,BCL2,2.3381846
2593,DNAJC22,2.336378
6876,RAB34,2.3337302
4352,DISP3,2.3310106
45,LDHB,2.3293798
1633,FSTL4,2.3289986
1010,PCDHB16,2.3266966
3026,GLB1L2,2.3234968
6357,FKBP10,2.3162367
1026,GRIN2A,2.314102
5809,PLCD3,2.310633
7159,APBB1IP,2.3098946
6963,ARSJ,2.3094373
1618,KCNAB2,2.3091438
6394,THBS3,2.3075736
2163,SCN2A,2.307272
7831,RPRM,2.3050764
7052,LINC01902,2.2998166
6721,OLIG3,2.295894
7217,AVPR1B,2.286112
7931,CPLX3,2.2856739
2283,TBC1D8B,2.2851067
1404,GNAL,2.2834547
2934,VDR,2.2784815
1570,AGT,2.27176
7277,KHDC1L,2.270291
7707,CCN2,2.2699733
7427,NLGN3,2.2666562
7034,TIMP3,2.266596
6494,LINC01239,2.2663558
3549,CORO2B,2.2598042
7381,HBZ,2.2591848
6170,ZNF217,2.2587497
2462,PHYHIP,2.256603
486,PRSS3,2.2521188
7909,ZCCHC12,2.246622
1669,LERFS,2.2429457
181,PNLIP,2.2428064
5372,GABRG2,2.2408745
5963,CCDC163,2.237256
4849,BMP1,2.2354386
167,BMP5,2.2326915
421,CDH2,2.2324672
1411,PGM2L1,2.231831
7634,VSTM2A,2.2310872
7880,LZTS1,2.2286215
101,CELA3B,2.225739
1616,KAZN,2.221301
2941,FAM20A,2.2137349
6109,STON1,2.2132173
6614,CCN1,2.2124262
2010,TP53I11,2.2098055
1217,GALNT10,2.2084098
8255,LINC01359,2.2076783
7042,GRK5,2.2028346
6006,RBM24,2.1989627
5471,IGFALS,2.1954086
4086,CTHRC1,2.189307
6226,CTSS,2.1855595
685,SHISAL1,2.180786
7572,IFT74-AS1,2.180193
5835,TMEM255A,2.1759489
3817,PEG13,2.169545
5074,EBF4,2.1694546
7470,IPCEF1,2.1691003
3044,PCDHB10,2.167739
7566,RBM20,2.1669168
7460,C6orf132,2.1656375
6145,NEK2,2.1644588
4196,QPRT,2.1591034
317,NFIA,2.1478288
1189,TLE3,2.147625
3814,MAMDC2,2.1455867
3360,WNT3,2.1446977
902,BCL6,2.1438954
3648,PART1,2.1400266
8448,LINC01031,2.1351094
2620,KCNJ2-AS1,2.1322713
7661,BCL2L12,2.1320286
36,CELA3A,2.130923
4894,PHACTR1,2.1292434
1497,CRYAB,2.126621
2933,FGL1,2.1251512
4727,LINC00632,2.1246445
5687,RND3,2.1237636
7930,LINC01152,2.1197517
3880,TMEM45B,2.1179483
492,SYNPO,2.117285
5364,TTBK1,2.1151974
6300,PLCL1,2.1097982
7176,PID1,2.1044834
2913,LGALS3,2.1011221
7766,SSUH2,2.100467
6989,IGF2-AS,2.0977697
6473,AFF3,2.0961072
6125,PKHD1L1,2.092439
1090,SERPINA1,2.091346
3896,CDKN2B,2.0894759
5117,SCGB1D2,2.0893493
3910,GXYLT2,2.0882354
6215,AEBP1,2.0860457
6808,TEAD4,2.0790687
471,SYT16,2.0780537
2825,OSBPL1A,2.0738592
6257,VWCE,2.0705817
5918,ADCY5,2.070348
3808,GPR19,2.0688717
989,GSTT2B,2.068695
2494,HAPLN4,2.068251
6436,ETV4,2.060184
8518,HSPG2,2.0549095
3213,KIF19,2.0532658
3170,KCNH1,2.0519025
7116,HSPB3,2.051326
6746,NRXN3,2.0512612
920,STOM,2.0510561
7626,C2CD4D-AS1,2.0462234
23,PRSS1,2.0455725
913,KLHDC8A,2.0446792
13,GCG,2.0433161
2991,SATB1-AS1,2.042646
280,KCNK17,2.0418665
4615,HLA-F,2.0298436
5628,CTSC,2.026016
6345,FZD8,2.02539
2128,PTP4A3,2.0231414
5203,MSMB,2.0219328
8107,TM4SF5,2.0209231
424,PREX1,2.019001
8283,NCKAP5-AS2,2.0185432
3095,PAPPA2,2.0181067
3017,SLC38A4,2.0108526
8177,BVES,2.006837
7336,MAGEE2,2.0064297
8366,MILR1,2.005726
952,CDH22,2.004331
1815,CNTN5,2.0037818
5165,ADGRG2,2.0015333
5163,NOD1,1.9977319
2665,NRP1,1.9825299
5214,FOXP1-IT1,1.9819444
8161,GBP2,1.9783887
2208,COL27A1,1.9782714
6419,ZNF385A,1.9743509
6472,FAM177B,1.9739767
7896,FAM240C,1.9724842
120,PLA2G1B,1.9721085
4498,CACHD1,1.9675319
1174,GPX2,1.9653544
5665,LINC01571,1.9652528
7928,USH2A,1.9629502
1729,BAALC,1.9599142
7021,TSSK6,1.9561985
6484,MIR193BHG,1.9558423
5615,DIP2A-IT1,1.9543699
7545,HIC1,1.9482987
883,TCAF2,1.9481456
2314,TMEM130,1.9468013
8159,CSPG5,1.9462928
4136,FMO5,1.9431125
4474,RBAKDN,1.9378487
4865,RIPOR2,1.93562
7430,BAALC-AS2,1.9337956
6416,C1QTNF12,1.929741
22,CLPS,1.9288869
3215,EPHA1-AS1,1.9283308
7195,SERPING1,1.9277153
6785,S100P,1.9248123
3304,TJP2,1.9241738
6924,CARD11,1.9211653
8367,CABYR,1.92098
7254,GNG11,1.9191794
4394,CRH,1.9190928
380,CDKN2C,1.9181442
1950,ITGB5,1.9170207
7635,LINC01798,1.9161314
4731,TMEM236,1.9126806
8365,ZNF341,1.9121594
7219,WNT11,1.9108618
5266,BANK1,1.9104364
7793,ABCB11,1.9102179
1647,KREMEN1,1.9095502
7471,PCBP2-OT1,1.9088157
269,SERTAD4-AS1,1.9086442
268,SERTAD4-AS1-1,1.9086442
1605,TCEA3,1.9073749
1706,ADAMTSL2,1.9048675
1002,HSPA1B,1.9036767
3507,HLA-DQB1,1.9035832
2619,BTBD17,1.903125
822,SULF2,1.9009528
648,TACC2,1.9001522
6278,MYO15A,1.8993467
1384,CCDC110,1.894812
7558,TRIM72,1.8947685
7897,KLHL10,1.8947273
4841,C1R,1.8909943
5609,DPEP1,1.8866136
62,TCF4,1.8861625
4085,HSPA6,1.8853371
6330,LINC02266,1.8852987
6684,GATA6-AS1,1.8825945
4971,LINC02731,1.8824196
4397,ALB,1.8815441
7350,GAL,1.8807466
6019,EFNA3,1.8805999
7112,ADIRF,1.8777205
174,EDN3,1.8759972
943,ANGPT2,1.8692547
7603,ATP2B3,1.865557
2721,STARD13,1.8636829
6198,MATN2,1.8614426
3940,GAB1,1.8591448
2737,LCN12,1.8578528
539,SLC18A2,1.8558549
7194,ID2-AS1,1.8556194
1449,CCDC88C,1.8482519
4922,SLC8A3,1.8479313
63,CTRB1,1.8478965
8877,FGF12-AS2,1.8461852
383,CPB1,1.8421391
7750,CCDC69,1.8403425
1837,TNS2,1.8398316
5462,HR,1.8391254
7712,FOXM1,1.8375789
7708,LSAMP-AS1,1.8336705
3641,ZBTB44-DT,1.8327587
2438,SRGAP2B,1.8302672
7374,ADD3-AS1,1.8290713
7784,ARRB1,1.8258207
2666,SMCR5,1.823661
74,COX7A1,1.8216537
437,KCNE4,1.8204818
6209,NXPH3,1.8198286
2617,FHDC1,1.8187346
5564,MROH6,1.8173892
5652,PWRN1,1.8166149
3088,APOH,1.8148878
6482,MIS18A-AS1,1.8141736
7616,FUT3,1.813267
5528,SPINK4,1.8121753
5002,CD5,1.8075789
6959,HYI-AS1,1.8062297
5968,MALL,1.8040148
5965,FRMD4A,1.8029077
6360,QRICH2,1.8022755
7036,TM6SF2,1.8020138
305,CEL,1.8010956
5892,COLEC12,1.8001325
4275,MEG9,1.799963
7647,LINC00242,1.7988319
2487,NECAB2,1.7987008
2294,S100B,1.7937766
1645,NFATC2,1.7933015
6863,GREM2,1.793164
6862,GMIP,1.7894106
6822,LINC01353,1.7869473
7535,C7,1.7858018
7876,GPR61,1.779744
7759,DENND6A-DT,1.7791841
8451,GBGT1,1.7790383
7898,UPK3A,1.7782391
7926,CDC42-AS1,1.7732761
4587,SLC16A7,1.7727388
7849,SERTM1,1.77172
7167,RGPD2,1.7690058
130,TXNIP,1.767622
2061,EVA1A,1.7664891
258,TMEM59L,1.7662257
5938,RAMP1,1.7651356
8495,WAS,1.7648696
6128,MSANTD1,1.760316
31,GPX3,1.7596872
4767,PPP4R4,1.7591331
1313,GREB1,1.7591232
6044,DMD,1.7588966
4535,LAMA5-AS1,1.7571954
8256,INHBE,1.754255
6982,SALL4,1.7528337
7697,RAD21-AS1,1.7475406
7568,YPEL4,1.7473032
464,TNFAIP8,1.7436612
4057,NRSN1,1.7433388
4673,SNX33,1.7432252
5424,SIDT1,1.7419771
5816,TNFRSF10B,1.7407542
670,DUSP5,1.739607
706,GP2,1.7337533
1835,PRRT1,1.7336632
6588,SEC14L6,1.7321962
5694,TSPAN15,1.7281862
4645,HSD17B13,1.7269151
6905,SH2B2,1.7268951
7855,EPB41L4A-DT,1.7260963
5776,SCNN1A,1.7260807
7143,SLC8B1,1.7260615
8671,RASSF3,1.7245053
3865,POPDC3,1.7241781
6586,LRFN5,1.723852
7986,SMAD9-IT1,1.7223481
8357,PANK1,1.7177297
3323,LZTS2,1.7158369
7181,CYP4F3,1.7156093
1063,GPSM1,1.7152553
716,CYBA,1.7143061
1201,APOBEC2,1.7125167
5750,ATCAY,1.7117691
5290,RAB33A,1.7066206
4083,ZNF556,1.7057334
5740,RERE-AS1,1.705219
2525,EFNA1,1.7040594
2514,LINC01497,1.7013586
429,GPRIN3,1.7002742
781,TNS1,1.6957647
1555,RORB,1.695129
8004,MFGE8,1.6937702
8108,RASGRF2-AS1,1.6936483
2189,KLK1,1.687991
2268,KIAA0040,1.6843784
7940,ZNF169,1.6826428
6903,LINC02288,1.6820349
7673,VSTM4,1.6815466
6380,PLIN5,1.681347
5711,BMPER,1.6811187
5904,RARA-AS1,1.6810945
4156,SCN3A,1.6795399
5103,SMPD3,1.6791481
4719,TEX29,1.6765357
6774,HLA-DPB1,1.6761235
4676,AGAP1-IT1,1.6752179
6052,CDH10,1.674049
4128,OLIG1,1.6736523
3677,IRS1,1.6717155
6946,RPS10-NUDT3,1.6693563
7718,AFMID,1.6689513
2539,HDAC7,1.6686238
5792,LINC01885,1.6681006
6183,ATP8A2,1.6670471
4674,NTRK2,1.666589
6344,PPARGC1A,1.665861
2073,PIGY-DT,1.6637696
7110,C9orf153,1.662106
5343,TRPM6,1.6611558
70,PAPSS2,1.6576594
911,TIAM1,1.6537894
849,MAF,1.6533923
256,TENT5C,1.6525352
7466,ADTRP,1.6496986
162,C1orf127,1.6490227
1643,CDC37L1-DT,1.6484473
7361,SLC29A3,1.6483387
318,SATB1,1.6471947
3614,ESRRG,1.6460911
3273,HTR1F,1.6444324
513,PLXNA2,1.6444113
5558,AMBP,1.643336
129,ZNF503,1.6409352
6652,PACSIN1,1.6386894
4448,FILIP1,1.6381114
8178,C16orf74,1.6347996
3279,SASH1,1.6334374
7869,CDK1,1.6329768
7757,GLB1L3,1.6325773
6078,CLVS1,1.6323566
8085,CBLN1,1.6323302
2532,CA8,1.6318089
3260,ZNF182,1.6316196
5337,IFITM10,1.6309259
6502,ANGPTL1,1.6296703
785,TENM3,1.62949
5003,BMP2,1.6288496
284,CD14,1.6288232
2529,LINC02035,1.6284443
7364,KRT80,1.6224655
4416,SLC27A3,1.6197873
927,ZFP36,1.6184058
8696,PYGM,1.6160061
8515,IL3RA,1.6144159
7627,MMP11,1.613928
5460,CLVS2,1.6136508
7598,DND1,1.6120793
8532,ERP27,1.6112187
8229,TRIM45,1.6086406
8644,SLITRK1,1.6081315
3818,PHGR1,1.6057999
6886,MMACHC,1.6040173
4536,ADRB2,1.6034738
5882,SEMA6B,1.6027764
21,PRSS2,1.6020455
5600,SLC22A23,1.5981604
3854,EML3,1.5978296
8672,TJP3,1.5973288
2622,FAM107A,1.5971403
3544,LINC02193,1.5966737
6866,C2,1.5949831
1282,ZNF618,1.5944242
4941,FAM133A,1.5939038
2150,BMF,1.5929713
7099,SARDH,1.5924351
7787,KCNK4,1.5914768
2315,LGI3,1.5864812
6732,LYNX1,1.5843121
3092,C5orf38,1.5842108
5477,JPH4,1.5839546
1821,DMRTA1,1.5815891
8069,LINC02284,1.5811195
1408,SERTAD2,1.5809877
656,LDLRAD3,1.5807194
8892,CLCA4-AS1,1.5799793
3868,LINC01886,1.5792542
6338,NDRG2,1.5788645
5326,MAP6D1,1.5774074
2963,KLHL41,1.5761435
4370,LINC02730,1.5746673
369,ELMO1,1.5736015
1486,ADA2,1.5731195
5734,KCNH1-IT1,1.572962
6297,ICOSLG,1.5723207
4648,ACTC1,1.5695581
7285,SAMD10,1.5688424
4951,PMAIP1,1.5685047
470,NEGR1,1.5673927
4585,XDH,1.5673362
7241,SIRPA,1.5662612
7989,SLC13A5,1.5648884
3650,PPP1R1C,1.5647874
5627,DOCK4,1.5640159
66,SLC7A2,1.5626948
2828,PLEKHB1,1.562432
5044,LGI2,1.5621599
3292,LINGO4,1.561427
3005,LRP1,1.560605
169,NUAK1,1.5599849
2465,SIX2,1.5593694
1884,FOXQ1,1.5592664
290,AHDC1,1.5584911
7540,ERFE,1.5581226
1084,SLC39A8,1.5573579
77,IL20RA,1.5570853
3319,CASP4,1.5568508
2661,TUBD1,1.5565487
407,PELI2,1.5553793
2453,FAM184B,1.5549786
1197,CRIM1-DT,1.5547694
1198,CRIM1-DT-1,1.5547694
4566,ASB4,1.5542841
6310,NEFH,1.5538781
3408,GRIK5,1.5533208
1344,COLGALT2,1.5529953
330,PON3,1.5525831
4858,PCDHB11,1.5498497
7085,EGOT,1.5491092
8452,ZNF572,1.5482311
6440,LINC01341,1.5481339
6887,MUSTN1,1.5478913
6184,SKAP1,1.5445188
8450,TNFAIP2,1.5432377
2064,GPNMB,1.5410838
2117,VAV3,1.5402801
371,FGF14,1.538944
8369,PCDH8,1.538583
7808,PLCB3,1.5365095
3453,FBP1,1.5359025
6802,EPHA1,1.5356716
8295,NXPH4,1.5342766
5914,TNFRSF6B,1.5337434
6122,PRKCQ,1.5332891
4758,CD274,1.5325207
5084,DPP4,1.5320568
2939,BCL3,1.5301178
5688,SEPSECS-AS1,1.5295835
6578,HLA-G,1.5291976
6046,CACNB1,1.5287156
301,CTRC,1.5272602
8057,FZD4-DT,1.5269275
1850,JAKMIP1,1.5256203
1637,KLHL21,1.5250204
479,CRTC2,1.5247502
7736,SLC5A4-AS1,1.5243546
7262,LRRK2,1.5240663
4227,INTS6L,1.5222005
8517,GPR153,1.5200316
7956,NAV2-AS3,1.5199149
6597,CHRNA1,1.5194163
7850,GJC3,1.5193794
5192,TENM4,1.5168746
6077,HCG27,1.5164016
6171,ARHGEF33,1.5159819
2700,ANKRD34C-AS1,1.5154294
7341,MIR503HG,1.5138352
8777,BIRC5,1.5102451
8017,LIPC,1.5100719
4299,LINC01176,1.5086219
1922,MNX1-AS2,1.5085092
495,POU2F1,1.5074893
6850,INCA1,1.5063626
6375,ST8SIA5,1.5048792
6970,SAP30L-AS1,1.5035534
4242,TBKBP1,1.5012211
8878,FAM90A1,1.5005717
2951,SH2B3,1.5000155
278,S100A13,1.4995315
7432,LINC00237,1.4991122
6239,RNASE1,1.4988812
315,MLLT6,1.4982036
7148,NUDT13,1.4979372
217,CA11,1.4947546
5080,IL13RA2,1.4939586
5542,CCDC61,1.4908783
7414,MAFIP,1.49069
7435,LINC01503,1.4899973
6815,LINC02611,1.4891369
770,TNK2,1.4886755
7324,VAX2,1.4882114
8248,LRP4,1.4881904
6210,F5,1.4877065
7457,SCRG1,1.4870635
7423,NR5A2,1.4867975
582,GAP43,1.4863474
3662,STAMBPL1,1.4862012
6348,IQSEC2,1.4845446
2927,RBFOX3,1.4843678
7313,LINC00624,1.4838431
6552,KIF11,1.4829174
4885,PCDH9,1.4827609
7351,MYH3,1.4806154
6471,IL1R2,1.479931
4384,IL18BP,1.4780191
7476,SLC26A4-AS1,1.4779936
2181,SMPDL3B,1.4763947
1857,MAFF,1.4758891
7059,ZFP2,1.4755987
6091,GFRA1,1.4751021
4874,ATP1A3,1.4739652
5626,CPNE8-AS1,1.4735203
8171,AIFM3,1.47277
5754,TMEM154,1.4722483
7491,ACVR2B-AS1,1.4720736
5717,MIOX,1.4719657
637,WHRN,1.4718146
232,TBC1D22A,1.4709048
71,DLK1,1.4701768
5325,SV2B,1.4698441
2973,NPNT,1.4696248
7648,EMID1,1.4696175
7715,PLTP,1.4692041
1244,RAB15,1.4683522
2052,GAREM1,1.4683019
5495,SBK1,1.4678315
5636,METRNL,1.4675448
4588,PRDM12,1.4672476
4109,ETV7,1.4657942
6627,FAM153B,1.4655432
7516,AMOTL2,1.4652358
2318,RILP,1.464645
6581,DINOL,1.4633592
56,SHISAL2B,1.462567
1460,NPAS2,1.4618691
3152,PCF11-AS1,1.4617671
187,KDM6B,1.4612176
3412,SMAD3,1.4579378
8230,SPOCK2,1.4578528
1371,SMARCD3,1.4578413
7903,DOC2B,1.4566708
1971,SBNO1-AS1,1.4542295
2272,ZNF189,1.4533435
4320,ITGA10,1.4520906
3410,FNDC9,1.4505653
2427,KCNB1,1.4504844
79,CXXC4,1.4504379
6098,WWTR1,1.449987
250,ULK1,1.4499528
5742,KCNIP1,1.4499315
7384,TRPV1,1.4497533
7664,GOLGA8Q,1.4492635
7890,CX3CL1,1.4486661
2152,ZSWIM6,1.4452066
3789,RARRES2,1.4439989
6517,RUNX1,1.4432375
2821,PCDHB5,1.4422835
6087,ERC2,1.4415672
6809,GLT1D1,1.4410161
1709,BHMT2,1.4406829
6811,PLCG1-AS1,1.4396933
8050,ANKLE1,1.4389696
2420,CRACR2B,1.4389018
4882,DTX2,1.4369677
7188,LIMD2,1.4350156
609,ERF,1.433964
453,FAM118A,1.4332708
4591,CGN,1.4329475
7363,CYP7B1,1.4327646
2908,HSPBAP1,1.4322299
4382,HCRT,1.4303476
4624,FAP,1.4301805
811,ITPK1,1.4298437
1576,SDC4,1.4290131
440,SLC8A1,1.4286729
4717,SHISA6,1.4286579
8094,PSMD6-AS1,1.4269055
287,FBXL16,1.4265404
1868,ITGA3,1.4261713
6489,TFPI2,1.4250418
7010,TEX12,1.424958
137,FURIN,1.4243045
1716,FILIP1L,1.4242443
134,KCNH2,1.4233794
8480,MSS51,1.4222558
5373,ZNF546,1.4217031
445,FKBP5,1.4211712
7039,EXOC3L1,1.4198582
936,GRIA4,1.4185017
5803,SELENBP1,1.4174554
2097,F12,1.4167944
2054,LRRC20,1.4167553
8342,ZSWIM8-AS1,1.4162897
6339,LINC01144,1.4156144
654,KIF22,1.4128156
4597,ZNF589,1.4123894
3028,CLSTN2,1.4113739
1639,GFOD1,1.4109858
4287,KCNJ16,1.4107069
225,ZMAT3,1.4087042
3343,FEV,1.4084294
7974,SERPINA10,1.4077154
4538,CPNE4,1.4059672
6479,TRIM16L,1.4043639
5884,BCORL1,1.4039321
8370,PCDHA1,1.4035008
1878,LINC01637,1.4033054
499,TCF7L2,1.402417
928,CPA2,1.4013349
7927,ZBTB8B,1.3999801
6783,AQP8,1.3999768
3543,SFTPA1,1.3999662
189,MRAP2,1.3995453
792,RASGEF1A,1.3993595
228,ELAVL4,1.3993493
7229,IL21R-AS1,1.399345
8078,GRP,1.3948472
7149,LINC02593,1.394668
4527,IRAK2,1.3944979
9049,GOLGA8O,1.3943334
7290,ABCC2,1.3937665
146,FHL1,1.3931073
3633,SACS,1.3913444
7538,C11orf91,1.3913165
4108,HPGD,1.3911046
3687,ATG4C,1.3900514
6020,EYS,1.3897675
2585,AK4,1.3896317
